DATE,PCE-headline,PCE-core,UNRATE,NROUST,,DATE,PCE-headline,PCE-core,UNRATE,NROUST,,01/01/1961,01/01/1966
01/04/2005,86.321,88.089,5.2,5.011637,,,,,,,,01/05/2006,01/05/2011
01/05/2005,86.37,88.269,5.1,5.011637,,,,,,,,01/06/2006,01/06/2011
01/06/2005,86.423,88.33,5,5.011637,,,,,,,,01/07/2006,01/07/2011
01/07/2005,86.79,88.46,5,5.00365448,,,,,,,,01/08/2006,01/08/2011
01/08/2005,87.14,88.532,4.9,5.00365448,,,,,,,,01/09/2006,01/09/2011
01/09/2005,87.981,88.728,5,5.00365448,,,,,,,,01/10/2006,01/10/2011
01/10/2005,88.121,88.982,5,4.996716776,,,,,,,,01/11/2006,01/11/2011
01/11/2005,87.938,89.21,5,4.996716776,,,,,,,,01/12/2006,01/12/2011
01/12/2005,87.938,89.302,4.9,4.996716776,,,,,,,,01/01/2007,01/01/2012
01/01/2006,88.364,89.503,4.7,4.987016737,,,,,,,,01/02/2007,01/02/2012
01/02/2006,88.417,89.647,4.8,4.987016737,,,,,,,,01/03/2007,01/03/2012
01/03/2006,88.588,89.894,4.7,4.987016737,,,,,,,,01/04/2007,01/04/2012
01/04/2006,88.999,90.169,4.7,4.976734476,,,,,,,,01/05/2007,01/05/2012
01/05/2006,89.239,90.395,4.6,4.976734476,,,,,,,,01/06/2007,01/06/2012
01/06/2006,89.459,90.623,4.6,4.976734476,,,,,,,,01/07/2007,01/07/2012
01/07/2006,89.765,90.712,4.7,4.966011158,,,,,,,,01/08/2007,01/08/2012
01/08/2006,90.047,90.896,4.7,4.966011158,,,,,,,,01/09/2007,01/09/2012
01/09/2006,89.812,91.04,4.5,4.966011158,,,,,,,,01/10/2007,01/10/2012
01/10/2006,89.599,91.204,4.4,4.95504008,,,,,,,,01/11/2007,01/11/2012
01/11/2006,89.63,91.248,4.5,4.95504008,,,,,,,,01/12/2007,01/12/2012
01/12/2006,89.949,91.37,4.4,4.95504008,,,,,,,,01/01/2008,01/01/2013
01/01/2007,90.249,91.741,4.6,4.94404698,,,,,,,,01/02/2008,01/02/2013
01/02/2007,90.529,91.939,4.5,4.94404698,,,,,,,,01/03/2008,01/03/2013
01/03/2007,90.861,92.032,4.4,4.94404698,,,,,,,,01/04/2008,01/04/2013
01/04/2007,91.074,92.163,4.5,4.933268579,,,,,,,,01/05/2008,01/05/2013
01/05/2007,91.339,92.272,4.4,4.933268579,,,,,,,,01/06/2008,01/06/2013
01/06/2007,91.532,92.424,4.6,4.933268579,,,,,,,,01/07/2008,01/07/2013
01/07/2007,91.672,92.563,4.7,4.922925139,,,,,,,,01/08/2008,01/08/2013
01/08/2007,91.734,92.701,4.6,4.922925139,,,,,,,,01/09/2008,01/09/2013
01/09/2007,92.088,92.954,4.7,4.922925139,,,,,,,,01/10/2008,01/10/2013
01/10/2007,92.367,93.196,4.7,4.913194325,,,,,,,,01/11/2008,01/11/2013
01/11/2007,92.856,93.379,4.7,4.913194325,,,,,,,,01/12/2008,01/12/2013
01/12/2007,93.072,93.567,5,4.913194325,,,,,,,,01/01/2009,01/01/2014
01/01/2008,93.307,93.753,5,4.912083379,,,,,,,,01/02/2009,01/02/2014
01/02/2008,93.492,93.844,4.9,4.912083379,,,,,,,,01/03/2009,01/03/2014
01/03/2008,93.76,94.028,5.1,4.912083379,,,,,,,,01/04/2009,01/04/2014
01/04/2008,93.934,94.083,5,4.960114109,,,,,,,,01/05/2009,01/05/2014
01/05/2008,94.337,94.255,5.4,4.960114109,,,,,,,,01/06/2009,01/06/2014
01/06/2008,95.021,94.471,5.6,4.960114109,,,,,,,,01/07/2009,01/07/2014
01/07/2008,95.463,94.641,5.8,4.990479336,,,,,,,,01/08/2009,01/08/2014
01/08/2008,95.386,94.757,6.1,4.990479336,,,,,,,,01/09/2009,01/09/2014
01/09/2008,95.465,94.854,6.1,4.990479336,,,,,,,,01/10/2009,01/10/2014
01/10/2008,94.835,94.719,6.5,5.104601542,,,,,,,,01/11/2009,01/11/2014
01/11/2008,93.716,94.677,6.8,5.104601542,,,,,,,,01/12/2009,01/12/2014
01/12/2008,93.192,94.631,7.3,5.104601542,,,,,,,,01/01/2010,01/01/2015
01/01/2009,93.203,94.602,7.8,5.212292418,,,,,,,,01/02/2010,01/02/2015
01/02/2009,93.369,94.677,8.3,5.212292418,,,,,,,,01/03/2010,01/03/2015
01/03/2009,93.267,94.745,8.7,5.212292418,,,,,,,,01/04/2010,01/04/2015
01/04/2009,93.401,94.957,9,5.283114938,,,,,,,,01/05/2010,01/05/2015
01/05/2009,93.498,95.03,9.4,5.283114938,,,,,,,,01/06/2010,01/06/2015
01/06/2009,94.053,95.151,9.5,5.283114938,,,,,,,,01/07/2010,01/07/2015
01/07/2009,94.063,95.233,9.5,5.395247122,,,,,,,,01/08/2010,01/08/2015
01/08/2009,94.336,95.374,9.6,5.395247122,,,,,,,,01/09/2010,01/09/2015
01/09/2009,94.489,95.541,9.8,5.395247122,,,,,,,,01/10/2010,01/10/2015
01/10/2009,94.847,95.893,10,5.503899202,,,,,,,,01/11/2010,01/11/2015
01/11/2009,95.084,95.978,9.9,5.503899202,,,,,,,,01/12/2010,01/12/2015
01/12/2009,95.14,96.06,9.9,5.503899202,,,,,,,,01/01/2011,01/01/2016
01/01/2010,95.348,96.201,9.8,5.648051059,,,,,,,,01/02/2011,01/02/2016
01/02/2010,95.345,96.285,9.8,5.648051059,,,,,,,,01/03/2011,01/03/2016
01/03/2010,95.48,96.429,9.9,5.648051059,,,,,,,,01/04/2011,01/04/2016
01/04/2010,95.532,96.478,9.9,5.690288816,,,,,,,,01/05/2011,01/05/2016
01/05/2010,95.562,96.585,9.6,5.690288816,,,,,,,,01/06/2011,01/06/2016
01/06/2010,95.522,96.632,9.4,5.690288816,,,,,,,,01/07/2011,01/07/2016
01/07/2010,95.604,96.633,9.4,5.726967342,,,,,,,,01/08/2011,01/08/2016
01/08/2010,95.735,96.726,9.5,5.726967342,,,,,,,,01/09/2011,01/09/2016
01/09/2010,95.83,96.781,9.5,5.726967342,,,,,,,,01/10/2011,01/10/2016
01/10/2010,96.135,96.928,9.4,5.770941881,,,,,,,,01/11/2011,01/11/2016
01/11/2010,96.327,97.054,9.8,5.770941881,,0.013072652,,,,,,01/12/2011,01/12/2016
01/12/2010,96.545,97.074,9.3,5.770941881,,0.014767711,,,,,,01/01/2012,01/01/2017
01/01/2011,96.835,97.283,9.1,5.804344038,,0.015595503,,,,,,01/02/2012,01/02/2017
01/02/2011,97.105,97.453,9,5.804344038,,0.018459279,,,,,,01/03/2012,01/03/2017
01/03/2011,97.496,97.6,9,5.804344038,,0.02111437,,,,,,01/04/2012,01/04/2017
01/04/2011,97.908,97.824,9.1,5.822588923,,0.024871247,,,,,,01/05/2012,01/05/2017
01/05/2011,98.206,98.057,9,5.822588923,,0.027667901,,,,,,01/06/2012,01/06/2017
01/06/2011,98.186,98.164,9.1,5.822588923,,0.027888863,,,,,,01/07/2012,01/07/2017
01/07/2011,98.353,98.309,9,5.830605261,,0.028754027,,,,,,01/08/2012,01/08/2017
01/08/2011,98.584,98.505,9,5.830605261,,0.029759231,,,,,,01/09/2012,01/09/2017
01/09/2011,98.723,98.572,9,5.830605261,,0.030188876,,,,,,01/10/2012,01/10/2017
01/10/2011,98.725,98.619,8.8,5.847203348,,0.02694128,,,,,,01/11/2012,01/11/2017
01/11/2011,98.928,98.828,8.6,5.847203348,,0.027001775,,,,,,01/12/2012,01/12/2017
01/12/2011,98.984,98.992,8.5,5.847203348,,0.025262831,,,,,,01/01/2013,01/01/2018
01/01/2012,99.323,99.288,8.3,5.815009226,,0.025693189,,,,,,01/02/2013,01/02/2018
01/02/2012,99.545,99.426,8.3,5.815009226,,0.025127439,,,,,,01/03/2013,01/03/2018
01/03/2012,99.735,99.595,8.2,5.815009226,,0.022965045,,,,,,01/04/2013,01/04/2018
01/04/2012,99.866,99.746,8.2,5.781262444,,0.019998366,,,,,,01/05/2013,01/05/2018
01/05/2012,99.754,99.847,8.2,5.781262444,0.018254689,1.576278435,,,,,,01/06/2013,01/06/2018
01/06/2012,99.704,99.95,8.2,5.781262444,0.018194043,0.015460453,,,,,,01/07/2013,01/07/2018
01/07/2012,99.74,100.053,8.2,5.712411406,0.017739983,0.014102264,,,,,,01/08/2013,01/08/2018
01/08/2012,100.075,100.116,8.1,5.712411406,0.0163545,0.015124158,,,,,,01/09/2013,01/09/2018
01/09/2012,100.379,100.24,7.8,5.712411406,0.016921641,0.016774207,,,,,,01/10/2013,01/10/2018
01/10/2012,100.677,100.482,7.8,5.656054951,0.018890883,0.019772094,,,,,,01/11/2013,01/11/2018
01/11/2012,100.609,100.591,7.7,5.656054951,0.017839074,0.016992156,,,,,,01/12/2013,01/12/2018
01/12/2012,100.593,100.664,7.9,5.656054951,0.016890254,0.016255152,,,,,,01/01/2014,01/01/2019
01/01/2013,100.787,100.871,8,5.516896662,0.015943518,0.014739788,,,,,,01/02/2014,01/02/2019
01/02/2013,101.156,100.992,7.7,5.516896662,0.015750407,0.016183636,,,,,,01/03/2014,01/03/2019
01/03/2013,101.023,101.085,7.5,5.516896662,0.01496059,0.012914223,,,,,,01/04/2014,01/04/2019
01/04/2013,100.944,101.163,7.6,5.370586944,0.014206083,0.010794465,,,,,,01/05/2014,01/05/2019
01/05/2013,101.01,101.272,7.5,5.370586944,0.014271836,0.012590974,,,,,,01/06/2014,01/06/2019
01/06/2013,101.228,101.438,7.5,5.370586944,0.014887444,0.015285244,,,,,,01/07/2014,01/07/2019
01/07/2013,101.354,101.567,7.3,5.265987002,0.01513198,0.016182073,,,,,,01/08/2014,01/08/2019
01/08/2013,101.51,101.685,7.2,5.265987002,0.015671821,0.014339246,,,,,,01/09/2014,01/09/2019
01/09/2013,101.55,101.799,7.2,5.265987002,0.015552674,0.011665787,,,,,,01/10/2014,01/10/2019
01/10/2013,101.722,102.015,7.2,5.150994354,0.015256464,0.010379729,,,,,,01/11/2014,01/11/2019
01/11/2013,101.881,102.194,6.9,5.150994354,0.015935819,0.012643004,,,,,,01/12/2014,01/12/2019
01/12/2013,102.084,102.333,6.7,5.150994354,0.016579909,0.014822105,,,,,,01/01/2015,01/01/2020
01/01/2014,102.278,102.426,6.6,5.045110253,0.015415729,0.014793575,,,,,,01/02/2015,01/02/2020
01/02/2014,102.338,102.489,6.7,5.045110253,0.014822956,0.011684922,,,,,,01/03/2015,01/03/2020
01/03/2014,102.543,102.684,6.7,5.045110253,0.015818371,0.015046079,,,,,,01/04/2015,01/04/2020
01/04/2014,102.742,102.879,6.2,4.956619687,0.016962724,0.017811856,,,,,,01/05/2015,01/05/2020
01/05/2014,102.919,103.061,6.3,4.956619687,0.017665297,0.018899119,,,,,,01/06/2015,01/06/2020
01/06/2014,103.035,103.18,6.1,4.956619687,0.017173052,0.017850792,,,,,,01/07/2015,01/07/2020
01/07/2014,103.19,103.369,6.2,4.887757383,0.017741983,0.018114727,,,,,,01/08/2015,01/08/2020
01/08/2014,103.177,103.408,6.1,4.887757383,0.016944485,0.016422027,,,,,,01/09/2015,01/09/2020
01/09/2014,103.203,103.536,5.9,4.887757383,0.017063036,0.016277696,,,,,,01/10/2015,01/10/2020
01/10/2014,103.177,103.629,5.7,4.838887231,0.015821203,0.01430369,,,,,,01/11/2015,01/11/2020
01/11/2014,103.098,103.74,5.8,4.838887231,0.01512809,0.011945309,,,,,,01/12/2015,01/12/2020
01/12/2014,102.94,103.837,5.6,4.838887231,0.014697116,0.008385251,,,,,,01/01/2016,01/01/2021
01/01/2015,102.465,103.816,5.7,4.810394419,0.013570773,0.00182835,,,,,,01/02/2016,01/02/2021
01/02/2015,102.634,103.92,5.5,4.810394419,0.013962474,0.002892376,,,,,,01/03/2016,01/03/2021
01/03/2015,102.831,104.08,5.4,4.810394419,0.013595107,0.002808578,,,,,,01/04/2016,01/04/2021
01/04/2015,102.91,104.256,5.4,4.782686752,0.013384656,0.001635164,,,,,,01/05/2016,01/05/2021
01/05/2015,103.156,104.385,5.6,4.782686752,0.012846761,0.002302782,,,,,,01/06/2016,01/06/2021
01/06/2015,103.356,104.511,5.3,4.782686752,0.012899787,0.003115446,,,,,,01/07/2016,01/07/2021
01/07/2015,103.441,104.603,5.2,4.756195061,0.011937815,0.002432406,,,,,,01/08/2016,01/08/2021
01/08/2015,103.442,104.679,5.1,4.756195061,0.012291119,0.002568402,,,,,,01/09/2016,01/09/2021
01/09/2015,103.289,104.814,5,4.756195061,0.012343533,0.000833309,,,,,,01/10/2016,01/10/2021
01/10/2015,103.274,104.829,5,4.731372,0.01157977,0.000940132,,,,,,01/11/2016,01/11/2021
01/11/2015,103.337,104.94,5.1,4.731372,0.01156738,0.002318183,,,,,,01/12/2016,01/12/2021
01/12/2015,103.253,105.009,5,4.731372,0.011286921,0.003040606,,,,,,01/01/2017,01/01/2022
01/01/2016,103.306,105.204,4.8,4.708691,0.013369808,0.008207681,,,,,,01/02/2017,01/02/2022
01/02/2016,103.242,105.369,4.9,4.708691,0.013943418,0.005923963,,,,,,01/03/2017,01/03/2022
01/03/2016,103.481,105.521,5,4.708691,0.013845119,0.006321051,,,,,,01/04/2017,01/04/2022
01/04/2016,103.823,105.786,5.1,4.688638,0.014675414,0.00887183,,,,,,01/05/2017,01/05/2022
01/05/2016,103.977,105.948,4.8,4.688638,0.014973416,0.00795882,,,,,,01/06/2017,
01/06/2016,104.175,106.077,4.9,4.688638,0.014984069,0.007924068,,,,,,01/07/2017,
01/07/2016,104.218,106.257,4.8,4.671323,0.015812166,0.007511528,,,,,,01/08/2017,
01/08/2016,104.374,106.456,4.9,4.671323,0.016975707,0.00900988,,,,,,01/09/2017,
01/09/2016,104.555,106.579,5,4.671323,0.016839354,0.012256871,,,,,,01/10/2017,
01/10/2016,104.786,106.737,4.9,4.656598,0.01820107,0.014640665,,,,,,01/11/2017,
01/11/2016,104.826,106.789,4.7,4.656598,0.017619592,0.014409166,,,,,,01/12/2017,
01/12/2016,105.017,106.929,4.7,4.656598,0.018284147,0.017084249,,,,,,01/01/2018,
01/01/2017,105.41,107.204,4.7,4.644163,0.019010684,0.020366678,,,,,,01/02/2018,
01/02/2017,105.502,107.357,4.6,4.644163,0.018867029,0.021890316,,,,,,01/03/2018,
01/03/2017,105.448,107.307,4.4,4.644163,0.016925541,0.01900832,,,,,,01/04/2018,
01/04/2017,105.732,107.587,4.4,4.63363,0.017024937,0.018387063,,,,,,01/05/2018,
01/05/2017,105.703,107.699,4.4,4.63363,0.016526975,0.016599825,,,,,,01/06/2018,
01/06/2017,105.818,107.876,4.3,4.63363,0.016959379,0.015771538,,,,,,01/07/2018,
01/07/2017,105.844,107.944,4.3,4.624581,0.015876601,0.015601911,,,,,,01/08/2018,
01/08/2017,106.074,108.058,4.4,4.624581,0.015048471,0.016287581,,,,,,01/09/2018,
01/09/2017,106.52,108.267,4.3,4.624581,0.015838017,0.018793936,,,,,,01/10/2018,
01/10/2017,106.692,108.546,4.2,4.616598,0.0169482,0.018189453,,,,,,01/11/2018,
01/11/2017,106.88,108.601,4.2,4.616598,0.01696804,0.019594375,,,,,,01/12/2018,
01/12/2017,106.995,108.769,4.1,4.616598,0.01720768,0.018835046,,,,,,01/01/2019,
01/01/2018,107.354,109.06,4,4.609289,0.017312787,0.018442273,,,,,,01/02/2019,
01/02/2018,107.574,109.273,4.1,4.609289,0.017846996,0.019639438,,,,,,01/03/2019,
01/03/2018,107.744,109.542,4,4.609289,0.020828091,0.021773765,,,,,,01/04/2019,
01/04/2018,108.008,109.752,4,4.602304,0.020123249,0.021526123,,,,,,01/05/2019,
01/05/2018,108.203,109.969,3.8,4.602304,0.021077262,0.023651174,,,,,,01/06/2019,
01/06/2018,108.341,110.106,4,4.602304,0.020671883,0.023842824,,,,,,01/07/2019,
01/07/2018,108.427,110.238,3.8,4.595352,0.02125176,0.02440384,,,,,,01/08/2019,
01/08/2018,108.491,110.247,3.8,4.595352,0.020257639,0.02278598,,,,,,01/09/2019,
01/09/2018,108.72,110.475,3.7,4.595352,0.020394026,0.020653398,,,,,,01/10/2019,
01/10/2018,108.947,110.641,3.8,4.588214,0.019300573,0.021135605,,,,,,01/11/2019,
01/11/2018,109.023,110.838,3.8,4.588214,0.020598337,0.020050524,,,,,,01/12/2019,
01/12/2018,108.99,111.006,3.9,4.588214,0.020566522,0.018645731,,,,,,01/01/2020,
01/01/2019,108.93,111.06,4,4.559107,0.018338529,0.014680403,,,,,,01/02/2020,
01/02/2019,109.036,111.096,3.8,4.559107,0.016682987,0.013590645,,,,,,01/03/2020,
01/03/2019,109.333,111.254,3.8,4.559107,0.015628709,0.014747921,,,,,,01/04/2020,
01/04/2019,109.759,111.607,3.6,4.548072,0.016901742,0.016211762,,,,,,01/05/2020,
01/05/2019,109.827,111.744,3.6,4.548072,0.016140912,0.015008826,,,,,,01/06/2020,
01/06/2019,109.92,111.997,3.6,4.548072,0.017174359,0.014574353,,,,,,01/07/2020,
01/07/2019,110.074,112.15,3.7,4.536518,0.017344291,0.015189943,,,,,,01/08/2020,
01/08/2019,110.133,112.289,3.7,4.536518,0.018522046,0.015134896,,,,,,01/09/2020,
01/09/2019,110.215,112.367,3.5,4.536518,0.017126047,0.01375092,,,,,,01/10/2020,
01/10/2019,110.479,112.54,3.6,4.524682,0.017163619,0.014061883,,,,,,01/11/2020,
01/11/2019,110.568,112.576,3.6,4.524682,0.015680543,0.014171322,,,,,,01/12/2020,
01/12/2019,110.789,112.824,3.6,4.524682,0.016377493,0.016506101,,,,,,01/01/2021,
01/01/2020,111.002,113.04,3.5,4.512876,0.017828201,0.01902139,,,,,,01/02/2021,
01/02/2020,111.071,113.215,3.5,4.512876,0.019073594,0.018663561,,,,,,01/03/2021,
01/03/2020,110.802,113.15,4.4,4.512876,0.017042084,0.013436017,,,,,,01/04/2021,
01/04/2020,110.213,112.628,14.7,4.501435,0.009148172,0.004136335,,,,,,01/05/2021,
01/05/2020,110.385,112.864,13.2,4.501435,0.01002291,0.005080718,,,,,,01/06/2021,
01/06/2020,110.918,113.265,11,4.501435,0.011321732,0.00907933,,,,,,01/07/2021,
01/07/2020,111.221,113.61,10.2,4.490658,0.013018279,0.010420263,,,,,,01/08/2021,
01/08/2020,111.563,113.971,8.4,4.490658,0.014979205,0.012984301,,,,,,01/09/2021,
01/09/2020,111.736,114.131,7.9,4.490658,0.015698559,0.013800299,,,,,,01/10/2021,
01/10/2020,111.775,114.137,6.9,4.480756,0.01419051,0.011730736,,,,,,01/11/2021,
01/11/2020,111.79,114.134,6.7,4.480756,0.01383954,0.011052022,,,,,,01/12/2021,
01/12/2020,112.22,114.494,6.7,4.480756,0.014801815,0.012916445,,,,,,01/01/2022,
01/01/2021,112.57,114.746,6.4,4.471833,0.015092003,0.014125872,,,,,,01/02/2022,
01/02/2021,112.878,114.899,6.2,4.471833,0.014874354,0.016268873,,,,,,01/03/2022,
01/03/2021,113.518,115.383,6,4.471833,0.019734865,0.024512193,,,,,,01/04/2022,
01/04/2021,114.161,116.1,6,4.463892,0.030827148,0.035821546,,,,,,01/05/2022,
01/05/2021,114.767,116.766,5.8,4.463892,0.034572583,0.039697423,,,,,,,
01/06/2021,115.388,117.327,5.9,4.463892,0.0358628,0.040300041,,,,,,,
01/07/2021,115.847,117.704,5.4,4.456865,0.03603556,0.041592865,,,,,,,
01/08/2021,116.29,118.073,5.2,4.456865,0.035991612,0.042370678,,,,,,,
01/09/2021,116.693,118.357,4.7,4.456865,0.037027626,0.0443635,,,,,,,
01/10/2021,117.429,118.915,4.6,4.450651,0.041861973,0.050583762,,,,,,,
01/11/2021,118.106,119.483,4.2,4.450651,0.046865965,0.056498792,,,,,,,
01/12/2021,118.709,120.092,3.9,4.450651,0.048893392,0.057823917,,,,,,,
01/01/2022,119.321,120.636,4,4.445137,0.051330765,0.059971573,,,,,,,
01/02/2022,119.96,121.002,3.8,4.445137,0.053116215,0.062740304,,,,,,,
01/03/2022,121.054,121.408,3.6,4.445137,0.052217398,0.066385948,,,,,,,
01/04/2022,121.339,121.813,3.6,4.440214,0.04920758,0.062876114,,,,,,,
01/05/2022,122.052,122.237,3.6,4.440214,0.046854393,0.063476435,,,,,,,